review_id,text_clean,rating,sentiment_class,year,trip_type,reviewer_type,word_count,has_sacred_content,period
1044116151,"no tourists allowed. temple reserved for hindus! very busy place, difficult to move around. only access to the bagmati river; cremation site! worth a visit! entrance 1000 npr! worth a visit",3,neutral,2025,solo,elite,31,True,post_recovery
1043646584,pashupatinath temple is best for me to get lord shiva filling bless and healing all over body and mind. if you are hindu and visited kathmandu first time remember to darsan lord shiva nee.,5,positive,2025,family,casual,34,True,post_recovery
1043410197,"pashupatinath temple is a powerful and peaceful spiritual place. the divine energy of lord shiva, sacred rituals by the bagmati river, and the calm atmosphere make it a truly unforgettable experience. 🙏 har har mahadev 🙏",5,positive,2025,friends,casual,36,True,post_recovery
1043091232,"pashupatinath touched my heart. watching the rituals by the river made me quiet and thoughtful. life and death feel very close here. even without entering the main temple, i felt the deep faith and emotion of the place. it stayed in my mind long after i left.",5,positive,2025,solo,experienced,47,True,post_recovery
1042325278,"at this hindu temple you can witness live cremation ceremonies. it is very touching and absolutely interesting to see and understand how they deal with death (in a very different way from how we deal with it). watch out for the saints, if you take their picture they want to get paid.",4,positive,2025,couples,elite,52,True,post_recovery
1040840274,"take time to explore the site, it's massive, and ideally, bring along a guide that will take the time to explain all the importance of this place to you. from families pusa to cremations rites, pashupatinath is central to the hinduist community's life. it would be too long to explain here, but get a guide and spend at least half a day visiting this unesco world heritage site, you will not be disappointed.",5,positive,2025,solo,elite,73,True,post_recovery
1040495326,we went to pashupatinath mainly for the evening aarti at 6.30 pm. entering the gate of the complex felt like stepping straight from nepal into india. aarti is carried out on the ghats. the priests performing the aarti were consummate professionals and indeed the crowd was enraptured for the almost 1 hour duration. be aware that there are cremations taking place right at the ghats so can be quite emotional. a boon to have a place such as this within kathmandu as in india often need to travel a fair bit to reach such a location.,5,positive,2025,couples,casual,96,True,post_recovery
1039259622,"a must-visit experience in kathmandu. the complex of buildings is filled with people, pigeons and the pagentry of onsite cremations. i visited with a guide (with little narration) and i think my experience here would have been significantly enhanced if i had taken a tour with someone who specializes in the facility. i particularly wish i had attended the aarati pooja (also with someone who would elaborate). having said that i learned alot and am glad i visited.",4,positive,2025,solo,elite,78,True,post_recovery
1037023671,"great place to visit in nepal, biggest hindus temple innthe world. i higly recommend to visit this holy place in nepal called pasupatinath temple.",5,positive,2025,friends,casual,24,True,post_recovery
1036234384,"this unesco site has a 1000 rupee admission for tourists. the temple is only open to hindus, but anyone else can observe the body washing and cremation rituals that take place in an open space along the river banks. there is not much shade so be prepared for to stand or sit in the sun.",5,positive,2025,friends,elite,55,True,post_recovery
1033913666,"visiting pashupatinath temple was a deeply moving experience — its spiritual energy, architectural beauty, and cultural significance make it one of nepal’s must-see sites. however, it’s not always easy or comfortable, especially for foreigners, and there are a few things to be mindful of to get the best experience.",5,positive,2025,solo,elite,49,True,post_recovery
1030988583,it was really amazing place. i was surprised to see the depth of the hindu culture and tradition. but the place was too much crowded. there where so many people trying to scam tourists. i spend some time watching hindu cremation ceremony. according to my experience i really do recommend this place to visit but with caution.,3,neutral,2025,friends,casual,57,True,post_recovery
1030319389,one of the most important temples in nepal where buddhist cremations are performed as in india on the ganges.visiting it is therefore a special experience where you can see very very different images to what we europeans are accustomed to.in addition to these ceremonies in the site there are many holy people and poor people who clearly beg!i recommend the visit!,4,positive,2025,friends,elite,61,True,post_recovery
1028422263,"visiting the pashupatinath temple was a profound and different experience. as a unesco world heritage site, it is unique not only in terms of architecture but also in terms of culture. the pagoda-style design and the golden roof are really impressive. although non-hindu visitors could only see from the outside, it was enjoyable to tour the entire complex. the most striking part was to see the cremation ceremonies on the banks of the bagmati river. although the scene is emotional, it helps to understand the local culture and religious practices.",4,positive,2025,family,casual,90,True,post_recovery
1027807660,pashupatinath temple is really one of the unesco world heritage site. it really do lives up to its name. place was bit crowded and dirty but my over all experience was really awesome. place was surrounded my many monkeys and they were really naughty and funny.,4,positive,2025,friends,casual,46,True,post_recovery
1027180407,i visited this place on my kathmandu day tour package. this was the first time i experienced culture of hindu. the got chance to see hindu cremation site and it gave me chills down the spine when i first saw it. i had different kind of feeling. i felt like i was living in ancient time. i was amazed to see that how the culture and tradition is well preserved and handed down to generation. place was bit dirty and crowded but over all experience was really amazing.,4,positive,2025,friends,casual,88,True,post_recovery
1025828216,"beware, cheap and racist mentality of security armed guards at temple. i took photo at around 5.45 pm today 19 august and a guard at the door barked and then when i went inside the main door to temple he was standing on left side with a gun he asked me for the phone and then went into delete photos even though they were taken outside. then when i tried to take my phone back he stared at his gun and then me to scare me, he then shouted this is nepal, many times and that i need to remember that. very disgusting behaviour inside main temple, they are the ones disrespecting people coming to the temple. the similar photo he deleted is attached i retook it as everyone (locals) was taking it here. also i would say to the foreign tourists don't buy 1000 npr tickets, it's just not worth it as if your not hindu they won't let you in the main temple even after paying that much. that's the main thing to see the unesco historical building! there is nothing else to see! they don't deserve your financial support.",1,negative,2025,solo,elite,192,True,post_recovery
1025624991,pashupathnath temple gave me different perspective towards life. the place was really awesome. there were lots of devotees visiting the temple. i spent my time watching hindus' cremation ceremony. the sight was one hell of a kind. i was really grateful i got chance to experience rich culture and tradition which has been practiced since ancient times.,5,positive,2025,friends,casual,57,True,post_recovery
1019883170,"i went to pashupatinath temple with couple of friends when i was in nepal. and the place was amazing. we saw ""aarati"" hindu ritual and it was amazing. i was really fascinated by hindu culture and tradition. but place was little bit over crowded and bit dirty too. but my over experience was amazing",5,positive,2025,friends,casual,54,True,post_recovery
1018691514,"visiting pashupatinath temple was a deeply spiritual and eye-opening experience. the temple complex is rich with history, culture, and religious significance. watching the rituals along the bagmati river, especially the cremation ceremonies, was both humbling and respectful — a powerful reminder of life’s impermanence.",5,positive,2025,friends,casual,44,True,post_recovery
1017494286,me and my team visited pashupathnath temple last april. and i was really amazed after seeing this place. there were lots of monkey and they were really funny. my experience was amazing. i got chance to experience hindu culture and religion first hand.,5,positive,2025,friends,casual,43,True,post_recovery
1014174788,"har har mahadev, every hindu most visit at least once in lifetime. now many things are managed, nature is preserved too. om nama shivaya",5,positive,2025,family,casual,24,True,post_recovery
1013667463,such a pious feeling after visiting this old shiva temple. one should visit during local winter season of the year and book in advace,5,positive,2025,family,elite,24,True,post_recovery
1010451105,"the scenic beauty of nature, the marvel of architecture of malla kingdom, the abode of lord pashupatinath, the unique nepali featured temples were major attractions of the place; the intermingled culture of hindu and buddhist in harmony is really appreciated. we could also enjoy the lush green chitwan national park. there are many hotels that can accommodate you according to the budget both at kathmandu and pokhara",4,positive,2025,couples,casual,67,True,post_recovery
1008299825,"visiting pashupatinath temple was a powerful and moving experience. the ancient architecture, spiritual atmosphere, and rituals by the bagmati river left a lasting impression. watching the harmony of life and death—pilgrims praying just steps away from cremation ceremonies—was both humbling and eye-opening. the temple complex is rich in culture and history, with sadhus adding a mystical charm. i recommend visiting early in the morning for a more peaceful experience. it’s a must-visit for anyone interested in spirituality, culture, or simply seeking a deeper travel experience",5,positive,2025,couples,casual,85,True,post_recovery
1007674770,the hindu temple of pashupatinath where cremations of the dead are performed is located east of kathmandu on the banks of the bagmati river is the most important temple in nepal. very interesting and exciting.,5,positive,2025,friends,experienced,35,True,post_recovery
1001201666,"we were there with friends and colleagues. an impressive terrain. the temple interior is only allowed for hindus. the surroundings are worth seeing. there were so many people to eat and pray together. finally, we received some instruction. a worthwhile visit, people, colors, fire. it touches emotionally",5,positive,2025,friends,elite,47,True,post_recovery
1000169285,this place contains the biggest hindu temple north of india although as a non-hindu i was not able to visit. lines were incredibly long anyway. one can find cows and monkeys roaming freely in the park the trickiest part is the place where thy burn dead bodies. it's hard to look at,4,positive,2025,friends,elite,52,True,post_recovery
999745320,had a great experiene. and loved the view and the entire temple has been amazing. located in the centre of the heart and dedicated to lord shiva.,5,positive,2025,solo,elite,27,True,post_recovery
999739885,very calm very pious. so soothing & divine to visit this place of lord shiva. impressive arrangements for darshan despite long ques.,5,positive,2025,family,casual,22,True,post_recovery
999107644,you can feel so much intensive mystical energy here. this temple complex is truly a mystic religion place. you can also see a funeral on the ghats here. i still have some deep feeling inside me after i visited this place.,5,positive,2025,solo,experienced,41,True,post_recovery
998808636,place holds lots of historical and religious value. i felt connected to spiritual side while visiting there. and hindu culture and tradition is really something and its great and beautiful. i would love to visit it again in the future,5,positive,2025,friends,casual,40,True,post_recovery
996364065,"whether you are a spiritual seeker, a history enthusiast, or simply a traveler looking for unique experiences, pashupatinath temple is a must-visit. the temple’s aura, rituals, and cultural significance make it a place unlike any other. highly recommended for anyone visiting kathmandu, nepal! ⭐⭐⭐⭐⭐ (5/5)",5,positive,2025,family,elite,45,True,post_recovery
995347424,"pashupatinath temple offers a profound glimpse into nepal’s spiritual and cultural traditions. the open-air cremations along the bagmati river are intense yet deeply meaningful, reflecting hindu beliefs on life and rebirth. the evening aarati is mesmerizing, with fire rituals, chanting, and devotion filling the air. sadhus, with their striking appearances, and pilgrims from across the region add to the temple’s unique atmosphere. pro tip: wear a mask—smoke and incense can be overwhelming. respect traditions—photography is restricted in certain areas. entry fee applies—only hindus can enter the main temple. a visit to pashupatinath is a moving and unforgettable experience.",5,positive,2025,friends,experienced,98,True,post_recovery
995288121,we went to pashupatinath temple last december. the place was amazing. got to experience other exotic culture. hindu culture is amazing and it was one hell of amazing expereince,4,positive,2025,friends,casual,29,True,post_recovery
994407698,one of the most sacred hindu temples of nepal – pashupatinath temple is located on both banks of bagmati river on the eastern outskirts of kathmandu. i visited the temple complex around 3pm and the temple premise was hardly crowded. i could finish the darshan in 5 minutes and then the temple doors closed. ample of car parking space available. no photos are allowed inside the temple premises. felt blessed.har har mahadev.,5,positive,2025,solo,experienced,72,True,post_recovery
992984990,"the temple architecture is nice, but the place is overcrowded and there is a smell of wood burn everywhere. the entry fees were 1000 rupees.",3,neutral,2025,solo,elite,25,True,post_recovery
990882513,"my trip to pashupati, nepal, last year was an unforgettable experience filled with spirituality, culture, and breathtaking landscapes. visiting the pashupatinath temple, one of the holiest hindu temples dedicated to lord shiva, was the highlight of the journey. the temple’s serene yet powerful atmosphere, with the chants of priests and the sight of devotees offering prayers, created a deeply moving experience. walking along the bagmati river, i witnessed the sacred rituals and ceremonies, which gave me a glimpse into nepal’s rich traditions. the intricate architecture of the temple and the surrounding ashrams made the visit even more special. beyond pashupatinath, the trip also allowed me to explore the vibrant streets of kathmandu, savor delicious nepali cuisine, and interact with the warm and welcoming locals. the blend of spirituality and adventure made it a well-rounded journey. overall, my pashupati nepal tour was a deeply enriching experience. whether you’re seeking spiritual solace or cultural exploration, this destination offers something truly unique. i would highly recommend it to anyone planning a trip to nepal!",5,positive,2025,solo,casual,171,True,post_recovery
988250607,"at the end of december, the schedule was as follows: 17:50-18:20 microphone performance 18:30-19:00 fire dance 19:00-xx:xx cremation and main ceremony the microphone performance will be held on the opposite bank of the river.",5,positive,2025,solo,experienced,34,True,post_recovery
987759231,near the temple area is a dedicated place for burning bodies and there is a ritual that preceded the currency burning you arrived there using a taxi with an app that drives and returns also the same way so you watch there is a ritual note show you be together as a master now there are strong smells,4,positive,2025,solo,experienced,58,True,post_recovery
987181808,"i felt it was really important to visit the burning ghats because public cremation is such an important ritual in hindu life, but i also felt a little sheepish about potential voyeurism. it was definitely a solemn visit, but i was surprised to discover that next to us (on the opposite bank from the families and ceremonies) many nepali people were gathered to watch the proceedings, and that they do not know the deceased either. we were told that people come to educate themselves so that they will be familiar with the process when they need to perform it for their loved ones. as an example, the young woman in front of me had her 4-year-old on her lap watching as an ambulance delivered a shrouded corpse to the waiting relatives. in general, once the deceased arrive, the families pray at one of the riverside shrines and then dip the deceased's feet into the river. from there they move down river to the part of the bank where the cremations are performed. we saw a religious man with an earbud and smartphone chanting into a mic. we wondered if he was performing prayers for a family member who could not attend in person.",5,positive,2025,couples,elite,203,True,post_recovery
986440214,we have book kathmandu valley day tour and one of the major place of this tour is this place. we went there at evening time and lot of people worshiping there at front of temple and we see cremation on this place by burning. we highly recommended this place for short visit.,5,positive,2024,friends,casual,52,True,post_recovery
984953550,"this was a really holy and sacred site, with cremation areas beside the temple. part of the hindu religion, the temple is dedicated to lord shiva. there were many tourists about, but in this case, they made it feel all the more sacred like a pilgrimage.",4,positive,2024,solo,casual,46,True,post_recovery
984556518,"pashupatinath temple, located on the banks of the bagmati river in kathmandu, nepal, is one of the most sacred hindu temples dedicated to lord shiva.",5,positive,2024,friends,casual,25,True,post_recovery
982770960,"the pashupatinath temple lives up to its reputation as a sprawling and magnificent temple dedicated to pashupatinath (shiva). as a hindu, the temple is sacred to me of course but notwithstanding the religious affinity, this temple holds significance as the oldest temple in kathmandu and its architecture is very distinct and attractive",5,positive,2024,friends,elite,52,True,post_recovery
981901393,"there are some experiences in life that as a western traveller, you can’t really prepare for, and this is one of them. one of the holiest hindu pilgrimage sites in asia, there are practices undertaken here that have been happening for hundreds maybe thousands of years. the complex takes in ten different sites including the peaceful gorakhnath mandir where you are surrounded by many shivalaya’s – shiva shrines close to a wooded area. there are several busy hindu temples. as a non-hindu, you can only view these from the outside, but it is still possible to admire the architecture. there are colourful dreadlocked holy men known as sadhus, people offering meditation with healing bowls and fortune tellers all derived from the mysticism of history. the last and most striking images are of cremation. when we visited we saw the family of a deceased person bring down their wrapped body to the rivers edge where they carefully applied purification rights to the head and feet. from here it is taken around 100 meters to a funeral pyre at the edge of the river where a wood structure was already prepared. it is set alight. when the process is finished the ashes are raked into the river. there were at least six of these ceremonies taking place when we visited. it is possible to view the process from across the river at a respectful distance. entry to the site is 1000 rupees per person.",5,positive,2024,couples,elite,242,True,post_recovery
980682742,"pashupatinath temple is an absolute must-visit for anyone coming to kathmandu. as one of the holiest hindu temples in nepal and a unesco world heritage site, it offers a profound spiritual experience unlike any other. the temple is dedicated to lord shiva and is set on the banks of the sacred bagmati river, adding to its serene atmosphere. the intricate architecture, golden roof, and impressive pagoda-style design make it a breathtaking sight. the temple complex is vast, with many smaller shrines and peaceful courtyards to explore. one of the most unique experiences at pashupatinath is witnessing the cremation rituals on the riverbank, which are an important part of hindu tradition. the sight is both humbling and deeply meaningful, offering insight into the culture and spiritual practices of the locals. the air around pashupatinath is filled with the fragrance of incense and the sound of chanting prayers, creating an environment of peace and devotion. visitors can also explore the nearby forest and ashrams for a tranquil escape. whether you're a spiritual seeker or a traveler interested in learning more about hindu traditions, pashupatinath temple offers a sacred and unforgettable experience.",5,positive,2024,couples,casual,189,True,post_recovery
980341817,"i went in via the entrance closest to the river. the people in the ticket office tried to get me to pay 1800 rupees for a ticket instead of the actual fee of 1000 rupees, so are clearly in the habit of scamming tourists. backed straight down when i challenged them, fairly sure they were insulting me in nepalese. the site itself is impressive and atmospheric and definitely worth a visit, just don’t pay more than you need to, to get in.",4,positive,2024,solo,experienced,82,False,post_recovery
976560403,"this world heritage site is the closest to the airport and largest of the seven i visited in the kathmandu and surrounding areas. it's also different as cremation ceremonies are happening by the water live. i was with a local board of tourism friend who explained the process, site, and beliefs; as these might be very different from culture to culture. you can watch the cremation ceremonies from different parts of the site and as close as you wish to be. it's a different experience i had not witnessed before.",5,positive,2024,friends,elite,90,True,post_recovery
974306666,"it is worth visiting and doing yoga classes were the best experience. it was part of a longer journey, but if i would just do yoga again",4,positive,2024,friends,casual,27,False,post_recovery
972089659,"the famous temple is inexpensive to visit, and well worth it. the ceremonies are very impressive.",5,positive,2024,friends,experienced,16,True,post_recovery
971190666,"famous hindu temple, unique but scarry. this famous, sacred hindu temple & cremation site on the riverbank was rebuilt in the 15th century.",5,positive,2024,solo,casual,23,True,post_recovery
970969140,"pashupatinath temple is an incredible spot, especially if you love photography. the place is filled with vibrant colors, from the clothing of the sadhus to the offerings and the temple itself. it’s also a significant place for cremations, which might be intense but is part of the deep spiritual experience here. definitely a unique and colorful atmosphere that’s worth a visit when you're in kathmandu!",5,positive,2024,solo,casual,65,True,post_recovery
970536938,best place to get your mind connected with peace n lord shiva one of the great temple for hindu and very very good place to understand life.,5,positive,2024,solo,casual,27,True,post_recovery
969929698,beautiful place to visit special in the evening time. thae best part of this temple premises is that it is covered with full of many temples and is easily accessible. it is one of the most popular temple of hindus.,5,positive,2024,friends,casual,40,True,post_recovery
967157025,big and nice temple for devotees though it remain closed from 2 pm to 5 pm . a small river is at back side of temple . a must visit,5,positive,2024,family,elite,30,True,post_recovery
965814478,it is a must go place if you visit nepal. for foreigners you need to pay something to enter the area. we went there in the monsoon season but it didnt pose any problems. you might see funeral ceremonies right across the river. it is a quite a scene. the temple area is full of monkeys and it is fun to see many of them together.,5,positive,2024,friends,elite,66,True,post_recovery
965594001,one of the oldest hindu temple at kathmandu little crowded when i visited there. just i can see the main temple from outside only its not allowed for everyone to go inside there. this place is interesting to see the culture and historical things cremation is done just near the river,5,positive,2024,solo,casual,51,True,post_recovery
962952048,"pasupatinath temple is more than just a religious site; it's a spiritual oasis that pulsates with a unique, serene energy. nestled on the banks of the sacred bagmati river, this unesco world heritage site is a living testament to nepal's rich cultural heritage. as you step into the temple complex, you're enveloped in an aura of tranquility. the intricate carvings, the rhythmic chanting of mantras, and the gentle flow of the river create a harmonious symphony that soothes the soul. the temple's architecture, a blend of hindu and buddhist influences, is a masterpiece that reflects the country's diverse religious tapestry. beyond its architectural grandeur, pasupatinath is a place of profound spiritual significance. pilgrims from far and wide come here to seek blessings, offer prayers, and connect with the divine. the atmosphere is charged with devotion and reverence, making it an ideal spot for introspection and inner peace. whether you're a spiritual seeker or simply looking for a moment of respite, pasupatinath temple offers an unparalleled experience. let the positive vibes of this sacred place wash over you and leave you feeling refreshed and rejuvenated.",5,positive,2024,friends,casual,184,True,post_recovery
960766729,"great place to explore around, lot of things to see. atmosphere during arati time in the evening is amazing. lot of people around and the vibes i had after seeing that was absolutely incomparable. only hindu are allowed to enter the temple.",5,positive,2024,solo,casual,42,True,post_recovery
958529572,"this is a heaven on earth for all hindus and even as a visitor you will fall in love with this place. do not go if you can no see people being burnt after death, res is amazing.",5,positive,2024,solo,casual,38,False,post_recovery
957899580,it was a great opportunity to be this temple. i got great experience. i saw live cremation too. it was quite sad moment. i spent couple of hours.,5,positive,2024,solo,casual,28,True,post_recovery
957837214,"pashupatinath means ""lord of the animal"". it is said that when the pandavas went to kashi atoned for killing the ancestors in the kurukshetra war (to get rid of the sins of brahman hatya and gotra hatya). but lord shiva went to north india. the pandavas started worshiping the lord shiva. lord shiva became satisfied by the austerities of the pandavas and appeared to the pandavas in the form of a bull. seeing the pandavas, lord shiva took the form of a bull. bhim could recognize the bull as lord shiva and tried to catch him. the bull started running away and disappeared. while his hand stayed in tungyanath (uttarkhand), hump stayed in kedarnath (uttarkhand), his face stayed in rudranath (uttarkhand), his navel and stomach stayed madhyamaheshwar (uttarkhand), his hair (jata) stayed in kalpeshwar nath temple (uttarkhand). altogether is called pancha kedar. in his head part emerged in pashupatinath, nepal. pashupatinath is also regarded as jyotirlinga because it is believed to be half part of kedarnath jyotirlinga.",5,positive,2024,couples,elite,167,True,post_recovery
956333114,"while only hindus can enter the actual temple, being able to witness from a distance the cremation ceremonies, was quite an experience. i’ve never seen anything like this before, and it really contributes to the aspects of the culture that make it distinctive and unique. especially to us westerners. definitely worth the visit for sure.",4,positive,2024,solo,elite,55,True,post_recovery
956042806,this hindu temple dedicated to shiva is situated on the banks of the bagmati river and only hindus can enter the temple complex. however it is extremely interesting to sit on the other side of the river and observe the cremation rituals.,4,positive,2024,friends,elite,42,True,post_recovery
955887010,"beautiful place to visit in kathmandu.this place is incredible it is very vibrant. one of the unique spiritual visited places i have visited in my life. the temple stretched across the bagmati river where cemetery will take place in hindu rituals. the ganga arthi is a cannot miss thing if you are visiting this place, evening is the best time to come if it’s monday even better.",5,positive,2024,family,casual,67,True,post_recovery
953659373,"avoid weekends and mondays. take time to explore and absorb. other temples on premises, bhairava, vasuki are not to be missed. the evening baghmati aarti is a must see too. om namah shivay 🙏",5,positive,2024,solo,experienced,34,True,post_recovery
953487392,"i am visiting pashupatinath temple again after 35 years. it has changed a lot. please take care of this beautiful temple. in my memory, it was really beautiful and clean.",4,positive,2024,friends,experienced,30,True,post_recovery
951429086,this is a good place to go with family if you want to spent time in peaceful place it could be the best option. aarati in the evening is most we liked .,5,positive,2024,business,casual,33,True,post_recovery
951165320,one of the holiest places and the place where relatives are accompanied to rebirth. it could be such a special and special place - and therefore it is even more incomprehensible that there is rubbish and dirt everywhere and the locals continue to happily throw their rubbish directly into the river while they attend the cremations. it is of course emotionally moving to be able to witness the cremation of a person so closely.,3,neutral,2024,couples,elite,74,True,post_recovery
950948563,"temple is for hindus it is good all hindus are coming 100000 everyday good god’s is all one hindu, muslim, christian all good.",5,positive,2024,family,casual,23,True,post_recovery
950351624,"this is a good place to go to with your family if you want to go to a peaceful temple. this temple is dedicated to lord shiva, it's intricate wooden carvings and golden spires exude timeless reverence .",5,positive,2024,family,casual,38,True,post_recovery
949881932,"nice temple in capital kathmandu nepal and famous for indain and naepli hindu people,it's looks so much interesting there very good visit few times",5,positive,2024,family,casual,24,True,post_recovery
949527034,"my latest trip to pashupatinath temple was truly awe-inspiring, as i marveled at its deep spiritual importance and stunning architecture. situated on the sacred banks of the bagmati river in kathmandu, nepal, this historic hindu temple isn't merely a spot for prayers, but a haven of serenity and calm.",5,positive,2024,friends,casual,49,True,post_recovery
947330403,"visited twice during my stay, once in the evening when it was not at all crowded and the second during daytime, with lot of rush. but the queue is maintained well, the guards are strict, which is needed. has a large premise, so take time to soak in the energy. people with some sort of nepali sbi receipt had a separate queue and darshan. would have got it, had i known in advance.",5,positive,2024,family,elite,73,True,post_recovery
946690713,"i recommend visiting the pashupatinath temple in nepal to experience its spiritual significance and architectural beauty. it is a place where you witness traditional hindu rituals, immerse yourself in the cultural heritage of nepal, and find peace in its serene surroundings …love it",5,positive,2024,family,elite,43,True,post_recovery
946750237,"dirty and overcrowded. pigeon excretion smell every where. number of saffron clad aggressive sadhus every where. however, this temple of lord shiva was patronized by the erstwhile royal family and is considered as one of the important shiva temples in nepal. it is not included in the jyotir linghs temple which are all situated in india. no parking space. no prasad. the rudraksha mala sold in the numerous shops around the temple is assumed to be the prasad. only hindus allowed inside the sanctum sanctorium. no photography allowed. may visit while you are in kathmandu",3,neutral,2024,solo,elite,95,True,post_recovery
946640111,"my recent visit to pashupatinath temple left me in awe of its profound spiritual significance and architectural beauty. nestled along the banks of the holy bagmati river in kathmandu, nepal, this ancient hindu temple is not just a place of worship but a sanctuary of peace and tranquility.",5,positive,2024,couples,casual,48,True,post_recovery
946690611,beautiful temple in nepal. based on hindu traditions and cultural value. located in kathmandu gaushala pasupatinath.,5,positive,2024,friends,casual,16,True,post_recovery
946496799,"during our tour through nepal, booked with step on himalaya, everything was perfectly arranged. very satisfied with the hotels and transport to the various activities in this great country! the best flight was the very last one!",5,positive,2024,couples,casual,37,False,post_recovery
946272433,its a unesco religious heritage site. darshan some time take a bit wile while other times its quite quick. temple management has made good arrangements for shoes deposits and parking. cleanliness is maintained inside the shrine. just a caution as there are loads of naga sadhus inside the temple premises,5,positive,2024,business,elite,50,True,post_recovery
944647085,"entrance fee here is 1,000 for foreign visitors. i took some pictures of the buildings located on the way to the main temple. the policeman stopped me from entering it, stating that only hindus are allowed. if this is the case, why was i not told about this when they were collecting 1,000:npr from me at the entrance? save your money, learn the lesson from my experience and skip this attraction!",2,negative,2024,solo,elite,71,True,post_recovery
941489757,"we visited the religious complex after paying 1000 npr and we coincided with the eve of the shiva festival. the truth is that we hallucinated a little, between sadus, beggars, people celebrating, crematoriums and cows it was a cocktail of stimuli for our senses. do not miss it.",5,positive,2024,friends,experienced,48,True,post_recovery
