review_id,text_clean,rating,sentiment_class,year,trip_type,reviewer_type,word_count,has_sacred_content,period
119058454,"Pashupatinath is one of the most visited places in Kathmandu with over hundred thousand visitors showing their presence here. Pashupatinath is the holiest of all temples for Hindus. Different shades of lives can be observed here. With Rishis and Shadhus (hermits and worshippers) chanting prayers to playful monkeys in the vicinity. Pashupatinath is also considered to be the holiest place for cremation for Hindus. River Bagmati flows aside the temple. It is said that the river used to carry crystal clear water back in 1960s but sadly at present water is impure and unhealthy. It is also believed that water holds power of gods and washes away all sins and sorrows. Sounds, lights, people and exquisite experience of Nepali traditional culture, Hindu god worshiping and a warm feeling of being closer to gods is what Pashupatinath offers during a visit.",4,positive,2011,solo,mixed,140,True,early_period
119482715,Worth a visit. Get a guide (200 rupee) to tell you about the tempels and about the ceremonial burning. Entrance fee is 500 rupee.,4,positive,2011,unknown,likely_tourist,24,False,early_period
119504309,"Being one of Unesco's world heritage in Kahtmandu, Pashupatinah keeps being exotic all the way through although lots of guts are needed to walk by the river lingered in a dreadful stench. Better get a mask just in case. More than dreadful, i should say deadful, since they cremate the dead people on the benches of the river. All a show. At the entrance, dozens of people will try to sell you necklaces, bags, rings, etc and will follow you until they succeed. Bargaining is mandatory. Gurus, women dressed with saris, monkeys, dogs and a troop of tourists intertwine in this particular place.",4,positive,2011,business,likely_tourist,103,True,early_period
119665754,I was allowed to go into the temple being a Hindu and it was an immensely spiritual experience. This was one of my highlights on my trip to Nepal,5,positive,2011,unknown,likely_tourist,29,True,early_period
119725482,There really is no place else on earth like this; a must visit site.,5,positive,2011,friends,likely_tourist,14,False,early_period
119857515,"Full of character, strange for westerners to see bodies being publicly cremated - can feel very uncomfortable but intriguing. Colourful and great for photographs of the brightly dressed holy men and the dozens of monkeys.",5,positive,2011,couples,likely_tourist,35,True,early_period
119883719,"It is situated at the Bagmati river, the second holiest river to Ganges. First of all it is a very important place both for hindu and budist people. Unfortunately not hindus are not allowed on the main temple, but you can enjoy the view from the rivrside to people on the other side, in the temple. And you can visit small Shiva temples on the open riverbank - each is housing a lingam, a fertility symbol. And you can see how people are embarked to their last journey in fire. The only problem there are very insistive street salesmen/women who cannot let go of you without making a purchase. It is advisable to stay firm and refuse to buy anything otherwise you will be surrounded by a crowd of them.",5,positive,2011,friends,likely_tourist,130,True,early_period
120035031,"Pashupatinath is an important Hindu temple in Kathmandu, dedicated to Shiva. You have to pay an entrance fee of 500 rupees per person, knowing you can't visit the temples (only allowed for Hindu-people). You'll certainly will be approached by young Hindu ""guides"" who will try to sell you a guided tour. We firstly didn't want this tour, but then decided to agree for a small fee because it was a young student who spoke perfect English and didn't push us to take the tour. And in fact, it was very good. We got a lot more information than mentioned in the travel guides and were informed about the cremation ceremonies who take place around the clock on the river banks. So certainly a place you should visit when you are in Kathmandu and yes, a guide (if you feel comfortable with the youngster who approaches you) is recommended.",4,positive,2011,couples,likely_tourist,148,True,early_period
120060609,The best advice I can give about this most sacred of Hindu temples is to hire an official guide at the entrance to the site. You can hire one for around 200nrp pp and great value and very informative. BE WARNED. Cremations are carried out here constantly. Show respect and try to avoid taking pics of the funerals. Watch out for fake Sadhu's demanding money for pics.,5,positive,2011,unknown,likely_tourist,67,True,early_period
120070138,This was an interesting place to see. In the mornings the hindu's cremate their dead in the open for everyone to see. I found this interesting the process.,4,positive,2011,friends,likely_tourist,28,False,early_period
120164648,"Since non-Hindus are excluded from much of the Temple, what one can get out of a visit is thus limited. I had a wonderful guide who helped me get the most out of my visit.",4,positive,2011,solo,mixed,35,True,early_period
120144171,An interesting introduction to many local customs - bring a Guide if you can to help get the most out of your visit,4,positive,2011,couples,likely_tourist,23,False,early_period
120149805,It is a vdery big temple with many small temples surrounding the Pashupathinath. Fantastic structure. You can seea gigantic Bull and a very big Kalabhyrava idol inside the premises. According to Hindu religion there is a belief that by having darshan of Pashupathinath all your sins will be wiped out and you can attain Mukthi. NOT TO BE MISSED TEMPLE,5,positive,2011,business,likely_tourist,60,True,early_period
120187259,worsipping lord pashupatinath was a life time experience.cleanliness is not maintained outside the temple .There no proper bathroom. govt of Nepal is not taking care of tourist as a result of which you have always bargain with cab driver,5,positive,2011,couples,likely_tourist,39,False,early_period
120324307,"this is one of the oldest temples of Lord Shiva. It is said that the main deity has ""Char Dhaam"" and the head part is Pashupati nath. one of the most important temples for hindu's",5,positive,2011,business,likely_tourist,35,False,early_period
120325750,Excellent Temple and you feel so relaxed once you enter the shrine.,5,positive,2011,friends,likely_tourist,12,False,early_period
120326401,"Like the environment, very early form of Hinduism can be observed from here",4,positive,2011,couples,likely_tourist,13,False,early_period
120400491,"Get a guide and see this place. If you are unfamiliar with the Hindu religion it is a fascinating introduction. Unfortunately, non-Hindus cannot get into the temple, but there is a lot of other things to see. Be careful of the pseudo-Sadhus who will request money for taking their pictures.",5,positive,2011,solo,mixed,50,True,early_period
120400827,It was an eyeopening cultural experience. Our guide did a good job of explaining the Hindu cremation rituals. It was a bit disconcerting to watch as families completed the various rituals.,4,positive,2011,friends,likely_tourist,31,True,early_period
120489395,"Interesting, but we got talking to a local who then demanded US$30 for his 45 minute talk. We had neither engaged him nor had we discussed a fee. Naturally, we were happy to make a contribution but he DEMANDED US$30. We gave him US$15. He wasn't happy!",4,positive,2011,couples,likely_tourist,47,False,early_period
120524991,"A must see, if you're visiting Kathmandu. You will never forget it, and your senses will be overwhelmed in every possible way. Appart from the burning cadavers on the river bank, and the temples, the colourful people, the school with its windows overlooking the burning of the dead (what a lesson in life for those children!), expect chaos, and being pestered by woud be guides. Shoo them off politely or less politely if the become really pestering. Enjoy!",4,positive,2011,friends,likely_tourist,78,False,early_period
120526887,"WAtching cremations was a surreal experience, but smelling it made the experience terribly intense. It was very interesting to learn about the rituals involved in Hindu funerals. There were a number of families carrying out funeral rites while we were there, which gave us an intimate perspective of how Hindu culture deals with the life cycle. We had an excellent guide.",5,positive,2011,friends,likely_tourist,61,True,early_period
120530041,"Lovely place, must see. The architecture and heritage is elaborately displayed",5,positive,2011,friends,likely_tourist,11,False,early_period
120557756,"It may be unique experience to many travellers, charging Rs500 per pax for entrance fee is too expensive...",3,neutral,2011,friends,likely_tourist,18,False,early_period
120571752,the archeological site is in my opinion not worth it ...quite dirty and smelly too!! witnessing cremation was a very emotional and educational experience!,3,neutral,2011,friends,likely_tourist,24,True,early_period
120767400,"Going to Pashupatinath was a fascinating experience but in some ways a bit uncomfortable too. Statement of the obvious but this is a living (and dying) temple. As non-Hindus we didn't entirely feel like we were supposed to be there. But providing you handle the experience respectfully, we don't think you'll feel like you're in the way. We had two young kids with us. They were fine: interested in what was going on and keen to learn about the cremation rites we witnessed. But some young kids could be freaked out by the sights down at the river. make sure you are ready to explain to them that, yes, they can see someone's legs poking out of the funeral pyre...",4,positive,2011,unknown,likely_tourist,120,True,early_period
120758620,We paid 500 rupee's each to get into the site. A lot of guys around claiming to be guides - site is easy to negotiate alone - don't be fooled into parting with your cash. If you want photo's with the Sadhus you will need to pay them too. It may seem odd to go to watch a cremation but this is the way of the world - take the time to chat with the people there and you will come away strangely changed in someway - stand and gawp and you are just another tourist.. The bodies are washed in the river first then dressed in white & orange sheets before being laid on the pyre. Only Hindu's are allowed in the temple but you can peek in from the door. Make sure you take some peppermints or sweets with you and visit the old peoples home on the right as you walk down - if you go early in the morning your help will be appreciated too. This is an extremely interesting site which should be on your itinery.,5,positive,2011,couples,likely_tourist,181,True,early_period
120805984,"Brill place to go to, watch out for the funeral pyres, they can be a bit ngruesome.",4,positive,2011,couples,likely_tourist,17,False,early_period
120810322,"Awesome, a place to look and consider life. Disapointing is the attitude of other tourist who consider this just a play? Taking movies/shots of crying relatives of the person who died.",3,neutral,2011,couples,likely_tourist,31,True,early_period
120830175,Fascinating Place! We learned a lot about the Hindu religion and found this place very moving and spiritual.,5,positive,2011,couples,likely_tourist,18,True,early_period
120943746,"liked the architecture, the religious fervour, the aura of lord shiva. Did not like the fact that it is not kept clean",4,positive,2011,unknown,likely_tourist,22,False,early_period
120985657,Fascinating to see how cremations take place and other people do bathing in the same river.,4,positive,2011,solo,mixed,16,True,early_period
121007104,"Gave us a good insight of Hinduism, it culture and religious practise",4,positive,2011,couples,likely_tourist,12,False,early_period
121009760,Learned the culture of Nepal people and like their simplicity and belief on GOD,4,positive,2011,solo,mixed,14,False,early_period
121025872,"Educational is how I would describe the visit. Great old temple architecture, but seeing trash floating in, and being dumped into, the ""holy"" river while people bathe and wash clothes down river may be an uncomfortable view for US travelers. Two cremations were in progress while we were there and this also made some of my traveling companions uneasy. Do not visit this ""holy"" sight with Western expectations of how it would be treated.",3,neutral,2011,friends,likely_tourist,74,True,early_period
121187753,Hindu area and place of Living Goddess which is a small Child who gives an appearance for the Visitors. Very spiritual if you are a Hindu I suppose. Street Vendors a hassle.,3,neutral,2011,solo,mixed,32,True,early_period
121188997,"Only Hindus are allowed to enter the main temple. The main temple inside is so much amazing. However, foreigners might get a cross-culture shock on witnessing burning bodies on the Bagmati river banks and how locals dump trashses in the river. Still locals use that water for daily use. Lots of colourful character dressed like Hindu mythological character can be found in the temple complex and you have to pay them if you want to take those NatGeo kind of shot.",4,positive,2011,unknown,likely_tourist,81,True,early_period
121297064,"Major Hindu temple for cremations. a bit bewildering; you can see people washing and burning corpses in the river; at the same time relatives wash their feet and their lunch plates 5metres upstream. Nice old park on hill next to it with lots of monkeys. 100 Rp Taxi Ride away from Boudnath, it's Buddhist counterpart, which is much cleaner/well-organized, touristy.",4,positive,2011,couples,likely_tourist,60,True,early_period
121379946,"the whole experience was fantastic ,For the first time in my life i felt so much at peace.",5,positive,2011,friends,likely_tourist,18,False,early_period
121417285,"I have been reading about this place and cremation before and it made me feel weird, but when I went there today it seemed natural and normal. We had a guide, who was telling us everything about the place and cremation ceremony. I also enjoyed monkeys, who were running around and being funny. And off course the holy man you can meet there, you can take pictures with them, they don't ask money for it, but will let you know that they would like some donation. I loved it, thats an awesome place. Only thing I didn't enjoy was smell of smoke and dirty river.",4,positive,2011,friends,likely_tourist,105,True,early_period
121688914,The purpose oof my visit was to go to Pashupatinath. The powerful feeling of the temple is outstanding. It is a huge temple. You can go in only if you are a Hindu. Non- hindus are not allowed inside the temple,5,positive,2011,unknown,likely_tourist,41,True,early_period
121656615,I loved the complex which showcases how advanced architecture and civil know how was used in old days. I was equally amazed how the modern day chaos has negated the whole philosophy of a sacred place into a running business model (very lucrative as well).,3,neutral,2011,unknown,likely_tourist,45,True,early_period
121698006,"We walked here from Dwarikas (which is easy) and eschewed the services of a local student guide (one of whom was particularly charming and would have been happy to escort us round for a mere one pound), preferring to wander round at our own pace (although we did have the benefit of a 'spec' pitch on the funeral arrangements from another prospective guide...). It's undeniably interesting but, as a non hindu, there isn't actually a lot to see other than the rather-less-than-environmentally-friendly funeral pyres. Foreigners are charged 500 rupees for visiting, which is supposed to go into an improvement fund, but we saw little evidence of this and, in the circumstances, this felt far too high a tax on the curious.",3,neutral,2011,couples,likely_tourist,121,False,early_period
121758473,"So much to see here. Sometimes very crowded with Hindus on pilgrimage. Hindus only have entry into the main Shiva temple. Across the river are the cremation ghats. Very moving to see the preparations for the cremations. Many small temples, lots of photo opportunities. A must-do!",5,positive,2011,friends,likely_tourist,46,True,early_period
121974241,"The entrance fee is bit expensive comparing to other attraction in Kathmandu. Great introduction to Nepalese culture and rituals. If you are with knowledgeable guide he/she will add more value to your visit. Though non-Hindu are not allowed to enter the holy Pashupatinath temple itself, you still can see the whole view of temple from other side of the river.",5,positive,2011,solo,mixed,60,True,early_period
122081280,"for western people it's quit strange to see death bodys burning and your so close. This needs a lot of respect to go back a few steps an leave the familiys alone. But, the hole place, it's very interessting, a MUST SEE",5,positive,2011,couples,likely_tourist,42,False,early_period
122102013,Inspiring site- take time to soak up the feeling and significance.,5,positive,2011,business,likely_tourist,11,False,early_period
122130626,its one of the beautiful place in the world. so many foreigner people are coming to worship there . Jay Sambhu..........,5,positive,2011,couples,likely_tourist,21,False,early_period
122312183,"yet another unmissable place if you are in Kathmandu. All the sights are fantastic. Well kept. Easy to get to. Affordable entry. This is the most expensive of the Kathmandu entry fees, but at 500 NPR it is worth thge money.",5,positive,2011,solo,mixed,41,True,early_period
122424788,"The world famous hindu shrine,spend an afternoon here it""s well worth it.",5,positive,2012,solo,mixed,12,False,early_period
122443205,"I went to Nepal to do the EBC trek, with literally no planning apart from my tickets from Kathmandu to Lukla, I was pretty much clueless, and not sure of what Katmandu would offer me. As soon as I walked out of the airport we were greeted with a warm smile and a helping hand, little was I to know that this would be the only point of contact that I would need during my time in Nepal. From then on everything was taken care of, from accommodation, to the most authentic Nepalese food, that only people with the right information could find, to all of my guides, tours and transport while I was there. From Pashupatinath Temple to Swyambhunath Temple to Boudha, Patan, Bhaktapur Durbar Square, the list goes on. We had specialist guides who were experts on each particular area, as well as a driver/ guide who would fill us in on any of the missing bits. I would recommend a camera, and that's it!!! everything else is taken care of. Loved Nepal, loved Kathmandu, Loved Pashupatinath, Loved Himal Mandap, without them I would have been lost. Thanks heaps for making it such a wonderful experience.",5,positive,2012,business,likely_tourist,198,False,early_period
122504547,"This temple is the most sacred temple for Hindus and for non -hindus it is place to see funeral rituals of Hindus.the temple is very beautiful with hundreds of statues, small temples of lord shiva and other hindu gods scattered within its premises. The main temple is also a masterpiece with beautiful carvings. The two storied golden roofs, silver doors on all four sides, five faced statue of lord shiva, two bronze bulls (one very big and other fourth of its size) in front of the western door etc makes this temple very beautiful. As photography is restricted the actual beauty of the temple area is not much known by the tourists. There is another very significant temple near it, the temple of Unmatta Bhairab. Unmatta Bhairav is supposed to be the fierce menifestation of lord shiva. The idol of Unmatta Bhairav in the most stark nudity exposing the pro-creative organ in its most prominent form. this god is believed to protect the children, also who can not conceive for a long time comes to worship this god. There are such several marvellous idols. When climb down at the bank of Bagmati where cremation goes on, one can see a small but very important statue of KALKI or Kali (not goddess Kaali). This statue is half buried into the ground. This statue is said to be built during Kiratas period (fifteen hundred years ago) and believed that if this comes out fully the earth will be destroyed and new origin starts again. In the evening one can see special arti a(worshiping with lights and hymns) t the bank of Bagmati. I think guides should tell this to the tourists also besides death rituals. They can see the temple of kali (or Birupaksha) ..to see the statue I think they may need a normal binocular........ If possible good to try evening visit to see the Arti...... P.S. Free entrance for Hindus while NPR 500 for non-Hindus",5,positive,2012,solo,mixed,325,True,early_period
122632751,"Generally speaking the temple is interesting. Just notice that crossing the river there is a crematory, and actually the smell and the smoke of burning corpses could get you. So if you are sensitive avoid the area, or bring a mask.",3,neutral,2012,couples,likely_tourist,41,False,early_period
122654500,"The most popular hindu temple in Nepal and one of the holiest for Hindus all over the world, this temple should definitely be in your list of must see in Kathmandu. The sight of open funeral pyre might come as a shock to many so be prepared.",5,positive,2012,unknown,likely_tourist,47,False,early_period
122799783,Good for a days' excursion with the Durbar square and Boudhanath temple.,5,positive,2012,solo,mixed,12,False,early_period
122771879,"You have to know a bit about the rituals around the cremations, otherwise it does not make much sense what you see there. The ""holy man"" sadhoes are very irritating. They live without money and just for the riligion, but they stronggly demand money for every picture you want to take. So don't do that please.....",4,positive,2012,friends,likely_tourist,56,True,early_period
122886026,History and tradition is alife today. Embrace death as a natural part of life there. It was a real profound gift to be there.,5,positive,2012,friends,likely_tourist,24,True,early_period
122880410,pashupati nath is one of the biggest religious temple in nepal it is situated in kathamandu district which near by the international airport,5,positive,2012,friends,likely_tourist,23,False,early_period
122954925,This is one of the holiest Hindu shrines and is a marvel in itself. I have been there 4 years ago and things have certainly improved in the last 4 years. There is the usual long queue to enter into the temple and you need to have at least 3-4 hours in hand for a good darshan of Lord Pashupatinath. This being a very old temple made of stone you have to keep in mind that it is a bit slippery in some places. Western tourists would find the open air crematorium a curiousity !,5,positive,2012,solo,mixed,95,True,early_period
122953712,After you see this you have seen it all It's crude but it is very real experience,5,positive,2012,unknown,likely_tourist,17,False,early_period
123058042,"The place that all former royal family were cremated at this temple,smokes of cremating corpses coming off the temple with a far away view as non Hindus not allowed inside, be careful with religious matters in Nepal.",5,positive,2012,solo,mixed,37,True,early_period
123115812,They do not allow us to enter in the temple but it was best decision to visit Pasupati Place. It makes us scarred to see the death people and to see directly they burning them but nice to explore Hindu culture.,5,positive,2012,friends,likely_tourist,41,False,early_period
123194211,It is a very important place for pilgrims. Also it is main shrine for cremation.,5,positive,2012,solo,mixed,15,True,early_period
123232538,"There was a festival day. Once we payed the fee, we were announced that non Hindus are not allowed to trespass the entrance :( Our visit was only around gardens, trying to have a view of the temple and river. Not recommended.",2,negative,2012,friends,likely_tourist,42,True,early_period
123284763,An amazing cultural experience! Really opens your eyes to how the Nepalese people spend their everyday lives!,4,positive,2012,couples,likely_tourist,17,False,early_period
123347697,Nice religious place but so many people around there and we are not allowed to go inside.,5,positive,2012,friends,likely_tourist,17,True,early_period
123598873,"Take your time when exploring the temple. Sit down and stay there to see all the rituals. Don't rush, immerse yourself in the serenity. I really enjoyed the contrast of this place.",5,positive,2012,unknown,likely_tourist,32,True,early_period
123638051,"take your time there, get used to this place which is uniqye, just find a place to sit - look - feel the vibrations there!",5,positive,2012,friends,likely_tourist,25,False,early_period
123677945,Non-hindus are not allowed into the central precincts. Still there is quite a bit to see. Wild-looking sadhus sit around waiting for tourists who they can charge money to pose for. We didn't stay long because all the smoke from cremations was burning my throat.,3,neutral,2012,couples,likely_tourist,45,True,early_period
123695202,the most famous of lord shiva in world and a must see for hindus. but here u may find a lot of monkeys n langurs which can snatch ur belongngs. but if u dont mind go ahead n see the huge nandi statue. all around the camus u find wonderful temples n statues.,3,neutral,2012,family,likely_pilgrim,53,True,early_period
123744230,what a top and number one perfect beautiful temple located in ktm that i visited last year.I always recommended you to visit once,5,positive,2012,unknown,likely_tourist,23,False,early_period
123740275,"Pashupatinath is a biggest Hindu temple in the world. Even though the entrance to the temple is only for Hindus there is a lot that you can explore here. There are different ways to enter the area hence you might not see all of what the temple area has to offer depending on which route you enter. If this is you first visit I would suggest you enter through Gaushala (this is also where the main parking is). There are lots of shops here where you can buy antiques but be sure you bargain. If you are not a Hindu you cannot enter the main area but there is a path between the temple and parking which leads you to a place called ""Aryaghat"". This is just beside the river and cremations take place here. You can walk on the other side of river towards a small hill . This place is very spiritual. Lot of benches are placed here under the trees, where you can sit, watch the cremations and see the temple. You can also see around 50 small temples here which are in built in same fashion. From this place you can start a small hike (30 mins ) or so into the temple forest. It is basically just staircases leading you deeper into the forest. Legend has it that this is where Lord Shiva lived. The walk is beautiful and you can see deers jumping around. The finishing of the hike is at another temple (guheswori) so make sure you know your way back . Also in the evenings there is special ceremony beside the holy river where people chant mantras and they have lights and incense burning all over. This is just magical. The cremations may scare you off a little but if you want to know about Hindu culture and experince spirituality ... this is the place in kathmandu. the only restroom around is in the main temple area (non hindus allowed) . there is no restroom on the 30 min staircase trek so use it before you start. Also be careful of tourist guides here.....some of them are fake people just aiming at money.",4,positive,2012,friends,likely_tourist,361,True,early_period
123893868,"Here lord Shiva can be seen in ancient form (animal face) facing four directions . Nice arrangement ,so that all devotees can see the lord clearly from a distance , so that ( wooden sloping stairs with a landing in the middle facing the front of lord Shiva) but one has to move in a queue to see all four faces of the lord and complete a parikrama (a complete round) . Large premises with a lots of other deities .A large Kal Bhairav idol , the priest (woman) gives a heavy punch on the back of every devotee while leaning against the idol , it is said to eradicate all evils of life . On the other side of the temple the sacred Bagmati river (now heavily polluted ) where the human corps being cremated and the ashes were thrown in to the river. There were lots of human bodies in the river bank waited for the rituals , which reminded the scene of our Swarga Dwara ( Puri dham Orissa-India) . The evening Arati is special , one must attend . The shops on the way to Pashupatinath sell different types of salagrams ( one must have the ability to identify them ). By the way we can buy the original Rudrakhya and salagram from Nepal .",4,positive,2012,couples,likely_tourist,219,True,early_period
